Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members,Top GO Terms,Top GO Term p-values,Top GO FDRs,Top GO Term Fold Enrichments
1643,4,0.5801,3.48,3297.0,0.001052,0.9929309999999999,CTGF DEFB114 SLC39A3 ZNF480,antifungal innate immune response|negative regulation of lipopolysaccharide-mediated signaling pathway|negative regulation of multi-organism process|zinc ion transmembrane transport|regulation of lipopolysaccharide-mediated signaling pathway,0.0008737|0.002038|0.003056|0.003637|0.003782,1|1|1|1|1,1373|528.1|343.2|286|274.6
1644,15,0.5063,53.16,11520.0,0.00458,0.999999,CCM2L COX4I2 DEFB115 DEFB116 DEFB118 DEFB121 DUSP15 FOXS1 HCK HM13 MYLK2 NOL4L REM1 TM9SF4 XKR7,defense response to bacterium|response to bacterium|innate immune response|defense response to other organism|phagocytosis,9.517e-05|0.0001174|0.0002438|0.000628|0.00159,1|0.9257|1|1|1,15.92|9.561|8.173|6.652|12.63
1645,12,0.5006,33.04,9233.0,0.003556,0.999986,COX4I2 DEFB115 DEFB116 DEFB118 DEFB119 DEFB121 DEFB123 DEFB124 FOXS1 HCK MYLK2 REM1,defense response to bacterium|response to bacterium|innate immune response|defense response to other organism|defense response,2.943e-10|9.98e-10|3.402e-09|1.693e-08|1.964e-07,4.642e-06|7.871e-06|1.789e-05|6.675e-05|0.0006197,34.82|19.12|16.35|13.3|9.696
1646,5,0.5141,5.141,4292.0,0.001194,0.996692,ACAD10 C10orf113 DEFB125 NTRK2 SLC17A8,acidic amino acid transport|neural retina development|dicarboxylic acid transport|fatty acid transport|amino acid transport,6.963e-05|0.0001163|0.0001553|0.0003109|0.0004146,1|0.9176|0.8166|1|1,155.4|119.4|103|72.26|62.41
1647,4,0.5223,3.134,3139.0,0.0009948000000000001,0.9929309999999999,C12orf57 DEFB126 GRXCR2 RNF157,sensory organ morphogenesis|third ventricle development|psychomotor behavior|corpus callosum morphogenesis|motor behavior,0.0009364|0.0009706|0.0009706|0.001165|0.002522,1|1|1|1|1,39.91|1287|1287|1030|429.1
1648,5,0.509,5.09,3711.0,0.001366,0.996692,DEFB127 HLA-A HLA-B HLA-C LRRIQ4,"antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent|antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway|antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent|antigen processing and presentation of endogenous peptide antigen via MHC class I|antigen processing and presentation of endogenous peptide antigen",1.132e-09|1.132e-09|1.509e-09|7.816e-09|1.056e-08,1.786e-05|8.928e-06|7.935e-06|3.082e-05|3.33e-05,1545|1545|1373|726.9|650.4
1649,4,0.5026,3.015,3181.0,0.0009445,0.9929309999999999,DCUN1D5 DEFB134 TACR3 UBE2R2,positive regulation of protein neddylation|positive regulation of uterine smooth muscle contraction|tachykinin receptor signaling pathway|hyperosmotic salinity response|regulation of uterine smooth muscle contraction,0.001165|0.001553|0.001747|0.001747|0.002134,1|1|1|1|1,1030|735.5|643.6|643.6|514.9
1650,6,0.545,8.175,4606.0,0.0017670000000000001,0.998474,BIRC6 DELE1 EIF2AK1 OMA1 OPA3 TDGF1,HRI-mediated signaling|integrated stress response signaling|negative regulation of hemoglobin biosynthetic process|negative regulation of translational initiation by iron|protein phosphorylation,4.802e-10|1.822e-08|0.0005824|0.0005824|0.0006849,7.575e-06|0.0001437|1|1|1,2574|572.1|3432|3432|15.05
1651,4,0.5413,3.248,3336.0,0.0009701,0.9929309999999999,CEP131 DENND1B RHOJ ZNF480,"intramanchette transport|T-helper 2 cell cytokine production|T cell cytokine production|CD4-positive, alpha-beta T cell cytokine production|manchette assembly",0.0003883|0.0005825|0.0007766|0.0007766|0.0009706,1|1|1|1|1,5149|2574|1716|1716|1287
1652,4,0.5226,3.136,3032.0,0.00103,0.9929309999999999,C14orf28 DENND2D EPO TRIM41,response to bacterium|negative regulation of erythrocyte apoptotic process|regulation of erythrocyte apoptotic process|defense response to nematode|erythropoietin-mediated signaling pathway,0.000405|0.0004854|0.0004854|0.000728|0.001213,1|1|1|1|1,17.21|4119|4119|2060|1030
1653,4,0.5477,3.286,3171.0,0.001033,0.9929309999999999,B4GALT2 CTBS DENND4B NCKAP5L,aminoglycan metabolic process|chitin catabolic process|chitin metabolic process|regulation of Rab protein signal transduction|glucosamine-containing compound catabolic process,0.0003925|0.001359|0.001359|0.001553|0.001941,1|1|1|1|1,62.03|858.1|858.1|735.5|572.1
1654,4,0.5023,3.014,3024.0,0.0009927999999999998,0.9929309999999999,CCNO CYB561A3 DENND5A LPCAT1,negative regulation of phosphatidylcholine biosynthetic process|negative regulation of phosphatidylcholine metabolic process|regulation of phosphatidylcholine biosynthetic process|negative regulation of phospholipid biosynthetic process|negative regulation of phospholipid metabolic process,0.0003883|0.0005825|0.001165|0.001165|0.001359,1|1|1|1|1,5149|2574|1030|1030|858.1
1655,4,0.5039,3.023,3229.0,0.000933,0.9929309999999999,AGMAT COL12A1 DEPDC1B INTU,"putrescine biosynthetic process from arginine, using agmatinase|putrescine biosynthetic process from arginine|agmatine biosynthetic process|spermidine biosynthetic process|primary amino compound biosynthetic process",0.0003883|0.0003883|0.0005825|0.0007766|0.001165,1|1|1|1|1,5149|5149|2574|1716|1030
1656,4,0.5868,3.5210000000000004,3399.0,0.001032,0.9929309999999999,DEPP1 PLPP4 SLC30A3 STOX2,zinc ion import into synaptic vesicle|zinc ion import into organelle|regulation of sequestering of zinc ion|zinc ion transmembrane transport|blastocyst hatching,0.0005825|0.0005825|0.001165|0.004846|0.005233,1|1|1|1|1,2574|2574|1030|214.5|198
1657,4,0.5255,3.153,3181.0,0.0009876,0.9929309999999999,DEPTOR HRCT1 IFRD2 SLC2A10,negative regulation of proteoglycan biosynthetic process|negative regulation of connective tissue growth factor production|galactose transmembrane transport|negative regulation of integrin-mediated signaling pathway|regulation of connective tissue growth factor production,0.0003883|0.0003883|0.0005825|0.0007766|0.0007766,1|1|1|1|1,5149|5149|2574|1716|1716
1658,4,0.5183,3.11,3096.0,0.001001,0.9929309999999999,DERA LINS1 METTL23 RTP4,deoxyribonucleoside catabolic process|nervous system process|cognition|deoxyribonucleoside metabolic process|pentose-phosphate shunt,0.0007766|0.001147|0.001211|0.001747|0.002716,1|1|1|1|1,1716|11.19|35.03|643.6|396.1
1659,4,0.5426,3.255,3395.0,0.0009556000000000001,0.9929309999999999,DES EPS8L2 FBXL20 ORMDL3,"negative regulation of serine C-palmitoyltransferase activity|regulation of protein catabolic process at presynapse, modulating synaptic transmission|cellular sphingolipid homeostasis|negative regulation of ceramide biosynthetic process|regulation of serine C-palmitoyltransferase activity",0.0003883|0.0005825|0.001165|0.001165|0.001165,1|1|1|1|1,5149|2574|1030|1030|1030
1660,8,0.5075,14.21,6386.0,0.002215,0.9996790000000001,C22orf46 DESI1 MEI1 PARVB PMM1 SEPT3 SMDT1 TTLL12,establishment or maintenance of cell polarity regulating cell shape|GDP-mannose biosynthetic process|protein desumoylation|GDP-mannose metabolic process|mannose metabolic process,0.001164|0.002328|0.00349|0.00349|0.003877,1|1|1|1|1,1287|514.9|321.8|321.8|286
1661,4,0.5326,3.195,3218.0,0.0009894,0.9929309999999999,DESI2 FAM20C NEU4 ZDHHC18,odontoblast differentiation|ganglioside catabolic process|protein phosphopantetheinylation|protein metabolic process|enamel mineralization,0.0007766|0.001553|0.001576|0.001763|0.002522,1|1|1|1|1,1716|735.5|30.65|4.883|429.1
1662,4,0.5271,3.162,3247.0,0.0009706,0.9929309999999999,DEUP1 FAM81B PROB1 TOPORS,de novo centriole assembly involved in multi-ciliated epithelial cell differentiation|de novo centriole assembly|multi-ciliated epithelial cell differentiation|retinal rod cell development|retinal cone cell differentiation,0.001165|0.001165|0.001941|0.002134|0.002328,1|1|1|1|1,1030|1030|572.1|514.9|468.1
1663,4,0.5371,3.2230000000000003,2848.0,0.001127,0.9929309999999999,DFFB ECHS1 LDHB MECR,fatty acid beta-oxidation|monocarboxylic acid metabolic process|fatty acid oxidation|lipid oxidation|fatty acid catabolic process,5.156e-05|6.171e-05|0.0001028|0.0001126|0.0001177,0.8133|0.4867|0.5406|0.4441|0.3713,174.5|30.05|122.6|117|114.4
1664,13,0.5021,39.16,10930.0,0.0035619999999999996,0.999993,C8orf76 CA1 CA13 CA2 CA3 CYP7A1 DGAT1 FABP4 MTSS1 NOV PKIA PMP2 SGK3,one-carbon metabolic process|bicarbonate transport|organic anion transport|cellular response to fluid shear stress|lipid homeostasis,2.204e-08|2.911e-08|3.34e-06|9.323e-05|0.0001677,0.0003477|0.0002296|0.01756|0.3676|0.529,140.8|130.8|20.19|152.6|27.64
1665,4,0.5445,3.267,3391.0,0.0009602,0.9929309999999999,DGCR2 DLL3 FAM200A NSG2,compartment pattern specification|paraxial mesoderm development|clathrin coat assembly|dopamine receptor signaling pathway|somitogenesis,0.0009706|0.003685|0.003685|0.0062|0.01218,1|1|1|1|1,1287|286|286|166.1|83.04
1666,4,0.5352,3.2110000000000003,3179.0,0.001007,0.9929309999999999,DGKA IFT172 MCEMP1 ZBTB39,hindgut development|left/right axis specification|left/right pattern formation|diacylglycerol metabolic process|embryonic camera-type eye morphogenesis,0.001553|0.002522|0.003878|0.004846|0.005233,1|1|1|1|1,735.5|429.1|271|214.5|198
1667,21,0.5015,105.3,17100.0,0.006106,1.0,FFAR3 GPR32 KIR2DL1 KIR2DL3 KLK11 KLK3 LAIR1 LAIR2 LILRA1 LILRA4 LILRB2 LILRB4 LILRB5 NLRP9 SHISA7 SIGLEC12 SPIB SULT2B1 VN1R4 ZNF665 ZNF880,immune response-inhibiting cell surface receptor signaling pathway|immune response-inhibiting signal transduction|regulation of immune response|immune response|regulation of immune system process,1.989e-07|3.443e-07|1.862e-06|2.866e-06|6.301e-06,0.003138|0.002715|0.00979|0.0113|0.01988,335.8|268.6|7.138|4.995|5.264
1668,5,0.5048,5.048,4185.0,0.001202,0.996692,ACOD1 DDO DGKH KATNAL1 PDX1,organophosphate biosynthetic process|small molecule metabolic process|D-amino acid catabolic process|response to chlorate|tolerance induction to lipopolysaccharide,0.0003214|0.0005107|0.0008735|0.0008735|0.0008735,1|1|1|1|1,19.5|8.46|1716|1716|1716
1669,5,0.5402,5.402,4080.0,0.0013189999999999999,0.996692,DGKI LRRC73 NT5E PGC YIPF3,adenosine biosynthetic process|AMP catabolic process|habituation|positive regulation of antibacterial peptide production|purine ribonucleoside monophosphate catabolic process,0.0004854|0.000728|0.001213|0.001213|0.001456,1|1|1|1|1,4119|2060|1030|1030|823.8
1670,4,0.5288,3.173,3336.0,0.0009480000000000001,0.9929309999999999,DHCR24 GJD2 PCDHAC2 RXFP2,male sex differentiation|cholesterol biosynthetic process via lathosterol|cholesterol biosynthetic process via desmosterol|sex differentiation|reproductive structure development,0.0003385|0.0009706|0.0009706|0.0009798|0.002309,1|1|1|1|1,66.87|1287|1287|39.01|25.24
1671,13,0.5183,40.43,9664.0,0.004155,0.999993,CTTN FGF19 FOLR1 FOLR2 KRTAP5-1 KRTAP5-10 KRTAP5-11 KRTAP5-9 MRGPRD MRGPRF P2RY6 PLEKHB1 POLD4,keratinization|keratinocyte differentiation|epidermal cell differentiation|skin development|epidermis development,8.77e-09|2.366e-08|6.171e-08|1.885e-07|3.087e-07,0.0001383|0.0001866|0.0003245|0.0007435|0.0009738,36.45|30.74|26.07|21.51|19.76
1672,4,0.5382,3.2289999999999996,3036.0,0.00106,0.9929309999999999,CCDC51 CDC42BPB DHH SLC25A46,mitochondrial membrane fission|Leydig cell differentiation|male sex determination|membrane fission|sex determination,0.0005825|0.002134|0.002134|0.003104|0.003491,1|1|1|1|1,2574|514.9|514.9|343.2|302.9
1673,7,0.5013,10.53,4751.0,0.002205,0.9992989999999999,DHPS DOHH EIF5A EIF5AL1 RTCB RTRAF TTC4,peptidyl-lysine modification to peptidyl-hypusine|positive regulation of translational termination|positive regulation of translational elongation|regulation of translational termination|gene expression,5.936e-07|1.483e-06|2.076e-06|7.705e-06|9.175e-06,0.009363|0.0117|0.01092|0.03038|0.02895,2942|1471|1177|534.9|8.075
1674,5,0.5237,5.237,3933.0,0.001326,0.996692,ALPK1 DHRS3 RARG RPTN RXRA,intracellular receptor signaling pathway|retinoic acid receptor signaling pathway|bone morphogenesis|response to retinoic acid|hormone-mediated signaling pathway,8.754e-06|9.879e-06|0.0002357|0.0002796|0.0004085,0.1381|0.07792|1|1|1,63.05|433.6|83.21|76.28|62.89
1675,5,0.5184,5.184,4109.0,0.001257,0.996692,DHRS7 LYPD5 MCTP2 MPZ WNT16,optic cup formation involved in camera-type eye development|oxidative stress-induced premature senescence|optic cup morphogenesis involved in camera-type eye development|stress-induced premature senescence|keratinocyte proliferation,0.000728|0.001213|0.00194|0.002183|0.00291,1|1|1|1|1,2060|1030|588.4|514.9|374.5
1676,15,0.5071,53.24,11670.0,0.004531,0.999999,ATXN7L3B CCNB1IP1 DHX32 KIAA1257 KIF26B LYRM1 MAP3K7CL NECAP2 NIPSNAP3B PCDHGA9 RNF114 SDR39U1 SLC25A36 ZNF286A ZNF512B,response to stimulus|regulation of cellular process|UNCLASSIFIED|biological_process|pyrimidine nucleotide transport,0.0003816|0.001269|0.001809|0.001809|0.002182,1|1|1|1|1,0|0.243|3.501|0.6154|686.5
1677,5,0.5018,5.018,3755.0,0.0013310000000000002,0.996692,CLDN7 DHX37 KCNIP2 RSRC2 SBNO1,clustering of voltage-gated potassium channels|positive regulation of potassium ion export across plasma membrane|regulation of potassium ion export across plasma membrane|positive regulation of male gonad development|positive regulation of gonad development,0.0009706|0.0009706|0.00194|0.002425|0.002667,1|1|1|1|1,1373|1373|588.4|457.7|411.9
1678,19,0.4786,81.84,15310.0,0.005303,1.0,EPX HOXB9 LPO LRRC46 MKS1 MPO MYCBPAP NFE2L3 NME1 NME2 OR4D1 OR4D2 OSBPL7 PLEKHM1 RSAD1 SCRN2 SEPT4 TBKBP1 TBX21,hydrogen peroxide catabolic process|hydrogen peroxide metabolic process|UTP biosynthetic process|GTP biosynthetic process|UTP metabolic process,3.237e-06|8.584e-06|5.283e-05|6.24e-05|7.276e-05,0.05107|0.0677|0.2778|0.2461|0.2295,112.1|79.31|216.8|197.1|180.7
1679,4,0.571,3.426,3341.0,0.0010220000000000001,0.9929309999999999,ASAP2 DHX58 DYSF HEPACAM2,monocyte activation involved in immune response|positive regulation of MDA-5 signaling pathway|negative regulation of MDA-5 signaling pathway|regulation of MDA-5 signaling pathway|negative regulation of RIG-I signaling pathway,0.0005825|0.0009706|0.0009706|0.001553|0.001747,1|1|1|1|1,2574|1287|1287|735.5|643.6
1680,7,0.5493,11.54,4746.0,0.0024170000000000003,0.9992989999999999,NAE1 NEDD8 PSMD6 SHQ1 THOC7 UBA3 UBE2M,protein neddylation|post-translational protein modification|protein modification by small protein conjugation|protein modification by small protein conjugation or removal|protein phosphopantetheinylation,1.108e-11|3.512e-08|2.01e-06|6.145e-06|0.0001472,1.748e-07|0.000277|0.01057|0.02423|0.4643,905.3|40.75|17.92|14.27|26.27
1681,12,0.5029,33.19,8083.0,0.004078,0.999986,DIAPH1 DIAPH3 FLII LRRFIP2 LUZP1 MYH9 MYL12B MYL6 PFN1 ROCK1 ROCK2 TMOD3,actin filament-based process|actin cytoskeleton organization|actomyosin structure organization|regulation of actin filament-based process|cytoskeleton organization,3.202e-12|8.466e-11|2.903e-09|4.443e-08|5.603e-08,5.05e-08|6.677e-07|1.526e-05|0.0001752|0.0001768,25.83|26.2|82.51|26|11.4
1682,8,0.501,14.03,5778.0,0.002415,0.9996790000000001,C1D DIMT1 EXOSC1 MTREX PPWD1 RPS23 UTP15 ZCCHC9,rRNA processing|rRNA metabolic process|ribosome biogenesis|RNA metabolic process|RNA processing,1.84e-08|2.214e-08|6.114e-08|1.288e-07|2.143e-07,0.0002902|0.0001746|0.0003215|0.000508|0.000676,49.51|47.67|38.77|11.27|16.73
1683,4,0.5631,3.3789999999999996,3263.0,0.001032,0.9929309999999999,ALPG C2orf40 DIO1 WFDC1,vasopressin secretion|positive regulation of corticosterone secretion|positive regulation of corticotropin-releasing hormone secretion|regulation of corticotropin-releasing hormone secretion|regulation of corticosterone secretion,0.0005825|0.0007766|0.0007766|0.0009706|0.001165,1|1|1|1|1,2574|1716|1716|1287|1030
1684,13,0.5142,40.1,8425.0,0.004723,0.999993,AMOTL2 DIP2B KIRREL1 LATS2 MAP4K4 MOB4 NF2 NRP1 PDCD10 PLXNA1 PTPN14 RNF146 TAOK1,anatomical structure morphogenesis|semaphorin-plexin signaling pathway|generation of neurons|anatomical structure formation involved in morphogenesis|neurogenesis,1.727e-06|2.62e-06|7.211e-06|1.298e-05|1.317e-05,0.02724|0.02066|0.03791|0.0512|0.04156,6.201|116.1|8.245|10.15|7.522
1685,13,0.5143,40.12,9684.0,0.0041140000000000005,0.999993,AAGAB AFTPH AP1B1 AP1G1 AP1M1 AP1S1 HEATR5B RAB11A RAB14 SCYL2 TBC1D14 TBCK VIPAS39,intracellular transport|protein transport|peptide transport|protein localization|amide transport,2.811e-13|1.651e-11|2.041e-11|2.123e-11|2.604e-11,4.434e-09|1.302e-07|1.073e-07|8.373e-08|8.215e-08,12.68|11.91|11.68|8.809|11.42
1686,4,0.5366,3.219,3359.0,0.0009552999999999999,0.9929309999999999,ACTG2 DIRAS1 GPX8 PLSCR5,mesenchyme migration|plasma membrane phospholipid scrambling|phospholipid translocation|lipid translocation|mesenchyme morphogenesis,0.001165|0.004072|0.009096|0.009675|0.009675,1|1|1|1|1,1030|257.4|111.9|105.1|105.1
1687,4,0.5284,3.17,3220.0,0.0009812999999999998,0.9929309999999999,DIRC1 IYD NOTUM SLC15A3,protein depalmitoleylation|peptidoglycan transport|dipeptide import across plasma membrane|oligopeptide import across plasma membrane|positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway,0.0003883|0.0007766|0.001165|0.001165|0.001165,1|1|1|1|1,5149|1716|1030|1030|1030
1688,4,0.5482,3.2889999999999997,3281.0,0.000999,0.9929309999999999,DKK3 DNASE1L2 DZIP1 TCAP,negative regulation of anti-Mullerian hormone signaling pathway|regulation of anti-Mullerian hormone signaling pathway|corneocyte development|striated muscle myosin thick filament assembly|sarcomerogenesis,0.0003883|0.0003883|0.0005825|0.0007766|0.0007766,1|1|1|1|1,5149|5149|2574|1716|1716
1689,17,0.5026,68.35,14310.0,0.0047409999999999996,1.0,C5AR1 C5AR2 CABP5 CCDC61 CRX DKKL1 EML2 FLT3LG FUT1 FUT2 IGFL1 IGFL2 IGFL4 SPACA4 SULT2A1 SULT2B1 TPRX1,complement component C5a signaling pathway|fucose catabolic process|L-fucose catabolic process|L-fucose metabolic process|complement receptor mediated signaling pathway,3.838e-06|3.506e-05|3.506e-05|3.506e-05|6.68e-05,0.06054|0.2765|0.1843|0.1383|0.2108,1211|269.2|269.2|269.2|186.4
1690,4,0.517,3.102,3199.0,0.0009662000000000001,0.9929309999999999,DLG4 LMO1 NXPH2 PNKD,neuromuscular process|regulation of T cell homeostatic proliferation|methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione|methylglyoxal catabolic process|methylglyoxal catabolic process to lactate,0.0002452|0.0009706|0.0009706|0.001213|0.001213,1|1|1|1|1,81.56|1373|1373|1030|1030
1691,4,0.5541,3.325,3143.0,0.0010539999999999998,0.9929309999999999,CIZ1 DLK1 GPR35 MLYCD,malonyl-CoA catabolic process|negative regulation of neuronal action potential|positive regulation of DNA-dependent DNA replication initiation|malonyl-CoA metabolic process|regulation of neuronal action potential,0.0003883|0.0003883|0.0005825|0.0007766|0.001165,1|1|1|1|1,5149|5149|2574|1716|1030
1692,18,0.505,77.27,14160.0,0.005415,1.0,CRISP1 CRISP2 DLK2 ENPP4 ENPP5 FBXO9 GFRAL GLYATL3 GSTA1 GSTA3 GSTA4 GUCA1A IL17A IL17F MLIP MUT SPATS1 TFAP2D,glutathione derivative biosynthetic process|glutathione derivative metabolic process|positive regulation of chemokine (C-X-C motif) ligand 1 production|regulation of chemokine (C-X-C motif) ligand 1 production|positive regulation of antimicrobial peptide production,1.06e-06|1.06e-06|9.585e-06|1.341e-05|1.787e-05,0.01672|0.008359|0.0504|0.05289|0.05639,165.2|165.2|605.7|484.6|403.8
1693,4,0.54,3.24,3383.0,0.0009547000000000001,0.9929309999999999,DLX1 RTP4 SYNGR3 VWA3A,cerebral cortex GABAergic interneuron fate commitment|positive regulation of amacrine cell differentiation|negative regulation of cellular response to transforming growth factor beta stimulus|regulation of amacrine cell differentiation|negative regulation of photoreceptor cell differentiation,0.0005825|0.0005825|0.0007766|0.0007766|0.001359,1|1|1|1|1,2574|2574|1716|1716|858.1
1694,4,0.5284,3.1710000000000003,3245.0,0.0009738999999999999,0.9929309999999999,DLX2 HOXB4 SNX11 TBKBP1,embryonic skeletal system morphogenesis|embryonic skeletal system development|cerebral cortex GABAergic interneuron fate commitment|positive regulation of amacrine cell differentiation|skeletal system morphogenesis,0.0001282|0.000214|0.0005825|0.0005825|0.0007087,1|1|1|1|1,109.5|84.41|2574|2574|45.97
1695,10,0.5642,25.39,6926.0,0.0036420000000000003,0.999933,ESR1 FOXA1 GATA3 GRHL2 LMX1B SPDEF TFAP2A TFAP2C TRPS1 ZNF652,"regulation of transcription by RNA polymerase II|positive regulation of transcription by RNA polymerase II|regulation of transcription, DNA-templated|regulation of nucleic acid-templated transcription|regulation of RNA biosynthetic process",9.925e-10|5.745e-09|1.836e-08|1.841e-08|1.868e-08,1.566e-05|4.531e-05|9.654e-05|7.261e-05|5.893e-05,7.964|13.66|5.945|5.944|5.935
1696,5,0.5262,5.2620000000000005,4039.0,0.0012980000000000001,0.996692,ABCC10 DEFB1 DMBX1 MMP20 SPATA25,collagen catabolic process|collagen metabolic process|positive regulation of flagellated sperm motility involved in capacitation|regulation of enamel mineralization|leukotriene transport,6.96e-05|0.000137|0.001165|0.001746|0.002328,1|1|1|1|1,159.7|112.5|1144|686.5|490.4
1697,5,0.5268,5.268,4163.0,0.001261,0.996692,DMKN FNDC8 GPR179 LYRM9 TMPRSS5,cornified envelope assembly|membrane assembly|membrane biogenesis|plasma membrane organization|visual perception,0.001213|0.008467|0.009913|0.0238|0.05158,1|1|1|1|1,1030|121.1|103|42.03|19.07
1698,4,0.5002,3.0010000000000003,3209.0,0.0009318999999999999,0.9929309999999999,CAPN12 DMPK RILP SALL4,neural tube closure|tube closure|primary neural tube formation|neural tube formation|embryonic epithelial tube formation,0.0001956|0.0001999|0.0002219|0.0002597|0.0003609,1|1|1|1|1,91.53|90.53|85.81|79.21|66.98
1699,4,0.5766,3.46,3160.0,0.001091,0.9929309999999999,AATF DMRT2 GGACT WDR60,embryonic skeletal system development|regulation of myotome development|positive regulation of myotome development|embryo development|negative regulation of superoxide anion generation,0.000214|0.0003883|0.0003883|0.0004067|0.0005825,1|1|1|1|1,84.41|5149|5149|15.91|2574
1700,5,0.5275,5.275,4194.0,0.001253,0.996692,CD300LG DMRTA2 HEXIM2 MPP3 RIIAD1,cerebral cortex regionalization|telencephalon regionalization|positive regulation of neuroblast proliferation|forebrain regionalization|negative regulation of cyclin-dependent protein serine/threonine kinase activity,0.001698|0.003152|0.005571|0.005571|0.007261,1|1|1|1|1,686.5|343.3|187.2|187.2|142
1701,5,0.5147,5.147,4264.0,0.0012029999999999999,0.996692,C1orf216 CCDC28B DMRTB1 ZBTB8A ZBTB8B,"regulation of transcription by RNA polymerase II|regulation of transcription, DNA-templated|regulation of nucleic acid-templated transcription|regulation of RNA biosynthetic process|regulation of RNA metabolic process",0.01628|0.03643|0.03646|0.0366|0.04474,1|1|1|1|1,4.778|3.567|3.566|3.561|3.306
1702,4,0.5152,3.091,3088.0,0.0009974,0.9929309999999999,DMWD FOXP4 INSIG1 LRRC32,roof of mouth development|regulation of transforming growth factor beta3 activation|negative regulation of cargo loading into COPII-coated vesicle|regulation of cargo loading into COPII-coated vesicle|SREBP-SCAP complex retention in endoplasmic reticulum,0.0001126|0.0003883|0.0003883|0.0005825|0.0005825,1|1|1|1|1,117|5149|5149|2574|2574
1703,18,0.5148,78.77,14080.0,0.00555,1.0,C15orf53 CHRNA7 DEXI DMXL2 DUOXA1 DUOXA2 EPB42 GABRA5 GOLGA8M MYO5A MYO5C NIPA2 PLA2G4D PLA2G4E SNURF SQOR TGM5 TMCO5A,positive regulation of hydrogen peroxide biosynthetic process|regulation of thyroid hormone generation|positive regulation of hydrogen peroxide metabolic process|regulation of hydrogen peroxide biosynthetic process|regulation of postsynaptic membrane potential,1.686e-05|2.246e-05|2.886e-05|3.606e-05|0.0001108,0.2659|0.1772|0.1518|0.1422|0.3494,433.6|361.3|309.7|271|32.52
1704,4,0.538,3.228,3225.0,0.0009974,0.9929309999999999,DNAAF1 MOBP SLC41A3 VPS13C,negative regulation of parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization|regulation of parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization|protein retention in Golgi apparatus|central nervous system myelin formation|determination of pancreatic left/right asymmetry,0.0003883|0.0003883|0.001165|0.001165|0.001165,1|1|1|1|1,5149|5149|1030|1030|1030
1705,4,0.5107,3.0639999999999996,3128.0,0.0009761000000000001,0.9929309999999999,CXCL14 DNAAF2 GATM HKDC1,creatine biosynthetic process|establishment of left/right asymmetry|positive regulation of natural killer cell chemotaxis|creatine metabolic process|regulation of natural killer cell chemotaxis,0.0005825|0.0007766|0.001359|0.001553|0.001747,1|1|1|1|1,2574|1716|858.1|735.5|643.6
1706,4,0.5377,3.2260000000000004,3178.0,0.001011,0.9929309999999999,DNAAF4 REXO1 YIF1A ZNF555,inner dynein arm assembly|outer dynein arm assembly|epithelial cilium movement involved in extracellular fluid movement|axonemal dynein complex assembly|extracellular transport,0.003297|0.004266|0.00678|0.007166|0.007359,1|1|1|1|1,321.8|245.2|151.4|143|139.2
1707,7,0.5175,10.87,4779.0,0.002262,0.9992989999999999,DNAAF5 ICE2 PIH1D1 POLR2M RPAP3 WDCP ZNHIT3,snoRNA localization|box C/D snoRNP assembly|small nucleolar ribonucleoprotein complex assembly|protein-containing complex assembly|RNA biosynthetic process,2.076e-06|4.447e-06|6.521e-06|0.0005334|0.0006751,0.03275|0.03508|0.03429|1|1,1177|735.5|588.4|8.802|15.59
1708,4,0.5131,3.0789999999999997,2996.0,0.001024,0.9929309999999999,DNAH10 HCAR2 HCAR3 P2RX4,neutrophil apoptotic process|positive regulation of adiponectin secretion|microglial cell migration|sensory perception of touch|positive regulation of secretion by cell,0.0005825|0.0005825|0.0005825|0.0009706|0.001132,1|1|1|1|1,2574|2574|2574|1287|36.26
1709,5,0.5074,5.074,4144.0,0.00122,0.996692,CAMK2A CROCC DNAH11 PCDHGA2 SERINC1,peptidyl-threonine autophosphorylation|determination of left/right asymmetry in nervous system|regulation of endocannabinoid signaling pathway|positive regulation of serine C-palmitoyltransferase activity|positive regulation of CDP-diacylglycerol-serine O-phosphatidyltransferase activity,0.000728|0.000728|0.0009706|0.0009706|0.0009706,1|1|1|1|1,2060|2060|1373|1373|1373
1710,4,0.5115,3.069,3072.0,0.0009956,0.9929309999999999,ANP32A DNAH12 HIVEP1 MORN3,BMP signaling pathway|cellular response to BMP stimulus|response to BMP|regulation of mRNA stability|transmembrane receptor protein serine/threonine kinase signaling pathway,0.01698|0.01985|0.01985|0.03696|0.0379,1|1|1|1|1,59.18|50.48|50.48|26.82|26.14
